epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.5597572922706604,0.5875726938247681,0.0010000000474974513,0.1637919545173645,0.5438742637634277,0.6938087344169617,0.6101973652839661,0.7344884872436523,0.07767029851675034,0.5668058395385742,0.9019933342933655
1,0.614281952381134,0.6946620345115662,0.0009957224829122424,0.0829208493232727,0.5738053321838379,0.8626928925514221,0.6583059430122375,0.831861674785614,0.0628390908241272,0.5995728969573975,0.9327242374420166
2,0.648140013217926,0.7636616826057434,0.000982962897978723,0.06940469890832901,0.5948736071586609,0.9098811149597168,0.6833881735801697,0.8551999926567078,0.05951656028628349,0.6171706318855286,0.9493355751037598
3,0.6518335938453674,0.7859756946563721,0.0009619398624636233,0.06709209084510803,0.596171498298645,0.9226539134979248,0.6846216917037964,0.8680453896522522,0.05802362039685249,0.6166577935218811,0.9593023061752319
4,0.6628264784812927,0.798957109451294,0.0009330127504654229,0.06573443114757538,0.6041594743728638,0.927621066570282,0.7043585777282715,0.857790470123291,0.05895163491368294,0.6361594796180725,0.9410299062728882
5,0.6710051894187927,0.8072176575660706,0.0008966766763478518,0.06501295417547226,0.6110590696334839,0.9253149032592773,0.6689966917037964,0.8753770589828491,0.05885927751660347,0.6024653315544128,0.974252462387085
6,0.659220814704895,0.8034777641296387,0.0008535534725524485,0.06543590128421783,0.6017556190490723,0.9242504835128784,0.7175164222717285,0.8729182481765747,0.057566769421100616,0.6456338167190552,0.9518272280693054
7,0.6710931062698364,0.8070607781410217,0.0008043807465583086,0.06512937694787979,0.6107931137084961,0.927621066570282,0.7023026347160339,0.8691383600234985,0.05905427411198616,0.6301518678665161,0.9651162624359131
8,0.6793597936630249,0.8140236735343933,0.000750000006519258,0.06438470631837845,0.616610050201416,0.9338300228118896,0.7018914222717285,0.8755643963813782,0.057173196226358414,0.6292498707771301,0.9684385657310486
9,0.6792718172073364,0.8184732794761658,0.0006913418183103204,0.06390224397182465,0.6167292594909668,0.9325882792472839,0.7043585777282715,0.8730074763298035,0.05905364826321602,0.6336088180541992,0.9551495313644409
10,0.6863952279090881,0.822563111782074,0.000629409565590322,0.06325249373912811,0.6227623224258423,0.9318786859512329,0.6920230388641357,0.8861426115036011,0.05625792592763901,0.6199262142181396,0.9767441749572754
11,0.684900164604187,0.8247759938240051,0.0005652630352415144,0.06294281035661697,0.620965838432312,0.9352492690086365,0.7088815569877625,0.8926184177398682,0.05462057515978813,0.6346362829208374,0.9709302186965942
12,0.6927270889282227,0.8274906277656555,0.0004999999655410647,0.06234808638691902,0.6281545162200928,0.9317012429237366,0.7269737124443054,0.8977586627006531,0.052864544093608856,0.6506696343421936,0.9684385657310486
13,0.6962448358535767,0.8307439088821411,0.0004347368667367846,0.061880744993686676,0.6311741471290588,0.9317012429237366,0.7199835777282715,0.899837851524353,0.05492434278130531,0.6434448957443237,0.974252462387085
14,0.6978278160095215,0.8354804515838623,0.0003705905401147902,0.06108306348323822,0.6324148774147034,0.9324108362197876,0.7331414222717285,0.8983981609344482,0.053686756640672684,0.6552882194519043,0.9725913405418396
15,0.703016459941864,0.8377940654754639,0.0003086582582909614,0.06083143502473831,0.6363745927810669,0.935426652431488,0.7240954041481018,0.9050880074501038,0.05232056975364685,0.6466703414916992,0.9759136438369751
16,0.7077653408050537,0.8447787165641785,0.00024999998277053237,0.05972347781062126,0.6409600377082825,0.933297872543335,0.7384868264198303,0.9059436321258545,0.0514095164835453,0.6611804962158203,0.9676079750061035
17,0.7113710045814514,0.8416003584861755,0.00019561927183531225,0.05966212972998619,0.6434051990509033,0.937200665473938,0.7409539222717285,0.9044414758682251,0.051333948969841,0.6623303294181824,0.9725913405418396
18,0.7086448073387146,0.8416909575462341,0.00014644661860074848,0.05977245792746544,0.641845703125,0.9327656626701355,0.7409539222717285,0.909612774848938,0.05111872777342796,0.6619638800621033,0.974252462387085
19,0.7151525616645813,0.8510743975639343,0.00010332325473427773,0.058223143219947815,0.6463623046875,0.9393294453620911,0.7450658082962036,0.909565806388855,0.05031929910182953,0.6670480370521545,0.9684385657310486
20,0.7197256088256836,0.8523688912391663,6.698731158394367e-05,0.05783528834581375,0.6509364247322083,0.937200665473938,0.7524670958518982,0.9102175235748291,0.04988577961921692,0.6741898059844971,0.9676079750061035
21,0.7228036522865295,0.8565123677253723,3.806018867180683e-05,0.05693221092224121,0.6535657048225403,0.9380876421928406,0.7549341917037964,0.9116994142532349,0.04943348467350006,0.6763340830802917,0.9684385657310486
22,0.7185823321342468,0.8472944498062134,1.7060936443158425e-05,0.05854089930653572,0.6512349247932434,0.930814266204834,0.7532894611358643,0.912714958190918,0.049591705203056335,0.6743649244308472,0.970099687576294
23,0.7175270318984985,0.8522558808326721,4.301607987144962e-06,0.05760820209980011,0.6496728658676147,0.9336526393890381,0.7504112124443054,0.9126594662666321,0.04962674528360367,0.6718479990959167,0.9692690968513489
24,0.7223638892173767,0.8581122756004333,2.980232380322967e-11,0.05700576305389404,0.653124213218689,0.9382650256156921,0.7561677694320679,0.9123520255088806,0.04956079646945,0.6777195930480957,0.9676079750061035
