epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
42,0.8098672032356262,0.9228445887565613,9.999999747378752e-06,0.0448855496942997,0.7393580675125122,0.9521021842956543,0.8523848652839661,0.9556919932365417,0.03674118593335152,0.783366858959198,0.970099687576294
43,0.8069651126861572,0.9228150248527527,9.999999747378752e-06,0.04517088830471039,0.7384316921234131,0.9455384016036987,0.8429276347160339,0.9562593698501587,0.03662707284092903,0.7682767510414124,0.9775747656822205
44,0.8110983967781067,0.9247322678565979,9.999999747378752e-06,0.04446898400783539,0.7417209148406982,0.9496185779571533,0.8396381735801697,0.957606315612793,0.03672919422388077,0.7629199028015137,0.9808970093727112
45,0.8118898868560791,0.9279527068138123,9.999999747378752e-06,0.04382675886154175,0.7421767115592957,0.9508603811264038,0.8388158082962036,0.9579126834869385,0.03641805797815323,0.7629533410072327,0.9784052968025208
46,0.8164629340171814,0.9289158582687378,9.999999747378752e-06,0.04348292574286461,0.7470080852508545,0.9522795677185059,0.8478618264198303,0.9580885767936707,0.035801470279693604,0.7761589288711548,0.9734219312667847
47,0.8219153881072998,0.9336830973625183,9.999999747378752e-06,0.04221540689468384,0.7527995705604553,0.9540535807609558,0.8404605388641357,0.960519015789032,0.03578072786331177,0.7639068365097046,0.9808970093727112
48,0.8223550915718079,0.9337937235832214,9.999999747378752e-06,0.04210754856467247,0.7524780035018921,0.9561823606491089,0.8499177694320679,0.9615271687507629,0.03494933247566223,0.7761685252189636,0.9792358875274658
49,0.8265763521194458,0.9367396235466003,9.999999747378752e-06,0.04118688777089119,0.7580622434616089,0.9549405574798584,0.8408716917037964,0.960496723651886,0.03580791875720024,0.7633784413337708,0.9833887219429016
50,0.8273678421974182,0.9382959008216858,9.999999747378752e-06,0.040990639477968216,0.7599037885665894,0.9528117775917053,0.8470394611358643,0.9623483419418335,0.034908976405858994,0.7715404629707336,0.9817276000976562
51,0.8255210518836975,0.9375694990158081,9.999999747378752e-06,0.041219063103199005,0.7600740194320679,0.9469575881958008,0.8400493264198303,0.96241694688797,0.03532090783119202,0.7617212533950806,0.985049843788147
52,0.833172082901001,0.9418657422065735,9.999999747378752e-06,0.04022570699453354,0.7663059234619141,0.9545857906341553,0.8359375,0.9629840850830078,0.03533930703997612,0.7565328478813171,0.9858803749084473
53,0.8361621499061584,0.9420877695083618,9.999999747378752e-06,0.040047064423561096,0.7705764174461365,0.9533439874649048,0.8523848652839661,0.9644784331321716,0.03410615399479866,0.7785102128982544,0.9808970093727112
54,0.8360742330551147,0.9443236589431763,9.999999747378752e-06,0.03950682654976845,0.7713997960090637,0.9512152075767517,0.8610197305679321,0.9649012088775635,0.03346339613199234,0.789825975894928,0.9800664186477661
55,0.8350189328193665,0.9432845711708069,9.999999747378752e-06,0.03966161236166954,0.7687580585479736,0.9542309641838074,0.8474506735801697,0.9648938179016113,0.03413022682070732,0.7706303000450134,0.985049843788147
56,0.843549370765686,0.9439535737037659,9.999999747378752e-06,0.03938090056180954,0.7791606187820435,0.95511794090271,0.84375,0.9662877917289734,0.03419247269630432,0.7654638886451721,0.9867109656333923
57,0.8382728099822998,0.9441448450088501,9.999999747378752e-06,0.03944648429751396,0.7731587886810303,0.9535213708877563,0.8515625,0.9657872319221497,0.033704113215208054,0.7760314345359802,0.9842192530632019
58,0.839591920375824,0.9453027248382568,9.999999747378752e-06,0.039072200655937195,0.7745931148529053,0.9540535807609558,0.8601973652839661,0.9660894870758057,0.03314778208732605,0.7868525981903076,0.9842192530632019
59,0.839591920375824,0.9457337260246277,9.999999747378752e-06,0.038887232542037964,0.7725518345832825,0.9586659669876099,0.8490954041481018,0.9661132097244263,0.0339365117251873,0.7708737850189209,0.9892026782035828
60,0.8422302603721619,0.9465935230255127,9.999999747378752e-06,0.03865569084882736,0.776992917060852,0.9561823606491089,0.8638980388641357,0.96697998046875,0.03251686692237854,0.7931497693061829,0.9808970093727112
61,0.8469791412353516,0.9487115740776062,9.999999747378752e-06,0.038273416459560394,0.7833357453346252,0.9556501507759094,0.8507401347160339,0.9660263657569885,0.03347961977124214,0.7746570706367493,0.985049843788147
62,0.8481224179267883,0.9511085748672485,9.999999747378752e-06,0.03739912435412407,0.7839093804359436,0.9576015472412109,0.8655427694320679,0.9677693247795105,0.03224410116672516,0.7948890328407288,0.9817276000976562
63,0.8510245084762573,0.9496550559997559,9.999999747378752e-06,0.03766396641731262,0.7879363298416138,0.9570693373680115,0.8544408082962036,0.9688629508018494,0.0325133316218853,0.7788714170455933,0.9858803749084473
64,0.8553337454795837,0.9542511701583862,9.999999747378752e-06,0.036338917911052704,0.790285050868988,0.9639879465103149,0.8741776347160339,0.9698879718780518,0.031168131157755852,0.8062756061553955,0.9817276000976562
