epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.49722978472709656,0.4991386830806732,0.00019999999494757503,0.8422260880470276,0.49263352155685425,0.47454318404197693,0.5074012875556946,0.5122731924057007,0.8116798996925354,0.5019084215164185,0.655315637588501
1,0.4983730614185333,0.5000063180923462,0.0001974927872652188,0.7958386540412903,0.4937441647052765,0.4690438210964203,0.5094572305679321,0.5245757102966309,0.9151181578636169,0.5119305849075317,0.19601328670978546
2,0.49617448449134827,0.4951455891132355,0.00019009687821380794,0.7774954438209534,0.49162721633911133,0.479155570268631,0.5008223652839661,0.4935908615589142,0.8557223081588745,0.4921875,0.2616279125213623
3,0.5050567388534546,0.5092263221740723,0.00017818315245676786,0.7690296769142151,0.500810980796814,0.49299272894859314,0.4806743562221527,0.481315016746521,0.83025723695755,0.41873279213905334,0.12624584138393402
4,0.4941518008708954,0.4919678866863251,0.000162348966114223,0.7606298327445984,0.4889656603336334,0.4520134925842285,0.47450658679008484,0.47776922583580017,0.7757359743118286,0.4727540612220764,0.5332226157188416
5,0.5042652487754822,0.5003719329833984,0.00014338835899252445,0.7538677453994751,0.5,0.49654072523117065,0.47039473056793213,0.45479708909988403,0.7665892243385315,0.46952104568481445,0.5373753905296326
6,0.4957347512245178,0.49681636691093445,0.00012225208047311753,0.748771607875824,0.4909158945083618,0.4649636447429657,0.4880756437778473,0.4863440692424774,0.7546994090080261,0.47646382451057434,0.3446843922138214
7,0.5044411420822144,0.5055660009384155,9.99999901978299e-05,0.7449592351913452,0.5001813769340515,0.48926734924316406,0.48889803886413574,0.4933338463306427,0.7478424906730652,0.48024314641952515,0.3936876952648163
15,0.5031219720840454,0.5023324489593506,5.9590835007838905e-05,0.7816362380981445,0.4988311529159546,0.49210572242736816,0.4884868562221527,0.4985924959182739,0.8987367749214172,0.460317462682724,0.19269102811813354
